Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Family_size,Alone,Embarked_Q,Embarked_S
0,1,1,-0.027787557825836348,1,0,0.6842520608907307,2,0,0.0,1.0
1,1,0,0.8944105620296577,0,0,2.0537493375182447,1,1,0.0,0.0
1,3,1,1.2018099353148226,0,0,-0.49666201195965115,1,1,0.0,1.0
0,1,1,1.2018099353148226,0,0,0.05698600340743651,1,1,0.0,1.0
1,2,1,-2.1027333275006983,1,1,-0.13462259936077234,3,0,0.0,1.0
1,1,0,-0.41203677443229225,3,2,4.645507806540859,6,0,0.0,1.0
0,2,1,-0.10463740114712752,0,0,-0.39682384525411074,1,1,0.0,1.0
0,2,1,-0.33518693111100106,0,0,-0.39682384525411074,1,1,0.0,1.0
0,2,1,0.5101613454232019,0,0,-0.39682384525411074,1,1,0.0,1.0
1,2,0,-0.41203677443229225,0,0,-0.39682384525411074,1,1,0.0,1.0
1,2,0,0.8175607187083667,0,0,-0.39682384525411074,1,1,0.0,1.0
1,3,0,-0.10463740114712752,1,0,-0.33429893277185313,2,0,0.0,1.0
1,3,1,-2.025883484179407,1,1,-0.33833279809328914,3,0,0.0,1.0
0,3,1,0.9712604053509489,0,0,-0.48430829941275344,1,1,0.0,1.0
0,3,1,-0.48888661775358344,0,0,-0.4729630531962148,1,1,0.0,1.0
0,1,1,-0.10463740114712752,0,0,0.04690134010384657,1,1,0.0,1.0
0,3,1,-1.1036853643239128,1,1,-0.5132169952388245,3,0,0.0,0.0
0,3,1,-0.33518693111100106,1,0,-0.30001107753964734,2,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5133017064105745,1,1,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.4674164883792403,1,1,0.0,1.0
1,1,0,-0.5657364610748746,0,1,0.45028787224744415,2,0,0.0,1.0
0,2,0,0.6638610320657843,0,0,-0.39682384525411074,1,1,0.0,1.0
1,3,0,-0.10463740114712752,0,0,-0.5001069329441574,1,1,1.0,0.0
1,3,0,-0.10463740114712752,0,0,-0.5001069329441574,1,1,1.0,0.0
0,3,1,0.8175607187083667,1,4,-0.09630087880713059,6,0,0.0,1.0
0,2,1,-0.027787557825836348,1,0,-0.09991522213513719,2,0,0.0,0.0
0,3,0,1.2018099353148226,0,1,-0.3674936105019498,2,0,0.0,0.0
0,3,1,0.4333115021019107,0,0,-0.5168313385668311,1,1,0.0,1.0
0,3,1,-0.10463740114712752,1,0,-0.34640052873616106,2,0,1.0,0.0
0,3,1,0.04906228549545483,0,0,-0.512797473245395,1,1,0.0,1.0
1,1,0,2.3545575851341902,1,0,0.8587167360428367,2,0,0.0,0.0
1,3,0,-0.10463740114712752,0,0,-0.5132169952388245,1,1,0.0,0.0
1,3,0,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
1,1,0,-0.41203677443229225,0,0,0.7387092427301163,1,1,0.0,0.0
1,1,1,-0.33518693111100106,1,0,0.4591966638098354,2,0,0.0,0.0
0,3,1,-0.8731358343600393,1,0,-0.5280091793725301,2,0,0.0,1.0
0,3,1,-0.7962859910387481,0,0,-0.49666201195965115,1,1,0.0,1.0
0,1,1,-0.5657364610748746,0,0,2.0766072353621614,1,1,0.0,0.0
0,3,0,-2.025883484179407,3,1,-0.23395653290113325,5,0,0.0,1.0
1,1,0,-0.10463740114712752,1,0,0.9983046116258072,2,0,0.0,0.0
1,3,0,-0.5657364610748746,0,0,-0.512797473245395,1,1,0.0,1.0
0,1,1,-0.1814872444684187,0,2,3.606787486271095,3,0,0.0,0.0
0,3,1,-0.719436147717457,0,0,-0.5780956681361399,1,1,0.0,0.0
0,3,1,-0.7962859910387481,0,0,-0.5022085767766257,1,1,0.0,1.0
1,1,0,0.9712604053509489,0,0,3.930000945151153,1,1,0.0,0.0
1,3,0,-2.1795831708219895,0,2,-0.34152560249520564,3,0,0.0,0.0
0,3,1,0.20276197213803718,0,0,-0.4991831777855486,1,1,0.0,1.0
1,1,0,0.4333115021019107,1,0,0.3897798924259045,2,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,1.0
0,2,1,-0.8731358343600393,0,0,0.8234204144802719,1,1,0.0,1.0
0,3,1,-2.1795831708219895,5,2,0.2869163267292871,8,0,0.0,1.0
1,2,0,0.5101613454232019,0,0,-0.39682384525411074,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5031323319352344,1,1,1.0,0.0
1,2,0,-0.9499856776813305,0,0,-0.41699317186129065,1,1,0.0,0.0
1,1,1,0.5101613454232019,1,2,1.7612941017141364,4,0,0.0,1.0
1,3,1,-0.6425863043961658,0,0,-0.5017890547831962,1,1,0.0,1.0
0,3,1,-0.10463740114712752,2,0,-0.4991831777855486,3,0,0.0,1.0
1,1,0,-0.48888661775358344,1,0,1.6256553802808518,2,0,0.0,0.0
1,3,0,-0.41203677443229225,0,2,-0.3221973368075452,3,0,0.0,1.0
0,3,1,-0.5657364610748746,0,0,-0.5017890547831962,1,1,0.0,1.0
0,3,0,0.12591212881674602,0,0,-0.500611166109337,1,1,0.0,1.0
0,2,1,1.2786597786361138,0,0,-0.13462259936077234,1,1,0.0,1.0
0,2,1,-0.48888661775358344,0,0,-0.4472471617720605,1,1,0.0,1.0
1,2,0,-0.10463740114712752,0,0,-0.40388310956662377,1,1,0.0,1.0
1,3,1,0.7407108753870755,0,0,-0.4991831777855486,1,1,0.0,1.0
0,3,1,-0.2583370877897099,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,0,-0.6425863043961658,1,0,-0.4608614572319069,2,0,0.0,1.0
0,3,1,-0.10463740114712752,1,0,-0.3393412644236481,2,0,0.0,1.0
0,3,0,-0.719436147717457,0,0,-0.48430829941275344,1,1,0.0,1.0
0,2,1,0.35646165878061953,1,0,-0.23546923239667172,2,0,0.0,1.0
0,3,1,1.6629089952425695,0,0,-0.5027128099418051,1,1,0.0,1.0
1,2,1,-2.025883484179407,1,1,-0.28085021726282644,3,0,0.0,1.0
0,3,1,-0.6425863043961658,0,0,-0.5022085767766257,1,1,0.0,1.0
0,3,0,-0.10463740114712752,3,1,-0.1453789012403814,5,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5206977984774274,1,1,1.0,0.0
1,1,0,0.27961181545932834,1,0,1.1562143034987398,2,0,1.0,0.0
0,2,1,-0.10463740114712752,0,0,-0.37161218699513593,1,1,0.0,1.0
1,3,1,1.1249600919935314,0,0,-0.4991831777855486,1,1,0.0,1.0
0,3,0,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
1,2,0,0.35646165878061953,1,1,-0.003521976414103128,3,0,0.0,1.0
1,2,0,-0.8731358343600393,0,2,-0.39682384525411074,3,0,0.0,1.0
0,2,1,0.04906228549545483,0,0,-0.39682384525411074,1,1,0.0,1.0
0,3,0,-1.4879345809303688,0,2,-0.17193585358405514,3,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,0.0
0,3,1,-0.6425863043961658,0,0,-0.5030496376961451,1,1,1.0,0.0
0,3,1,-0.027787557825836348,0,0,-0.5001916441159077,1,1,0.0,1.0
0,3,0,-0.10463740114712752,1,1,-0.368586788004059,3,0,0.0,1.0
0,3,1,-0.8731358343600393,1,1,-0.2513525770998259,3,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.512797473245395,1,1,0.0,1.0
1,2,0,-0.10463740114712752,1,0,-0.13462259936077234,2,0,0.0,1.0
1,2,0,-0.7962859910387481,0,0,-0.13462259936077234,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
1,3,1,0.20276197213803718,0,0,-0.49666201195965115,1,1,0.0,1.0
1,1,1,-0.10463740114712752,0,0,-0.1235294697268234,1,1,0.0,1.0
1,3,0,-0.10463740114712752,1,0,-0.33429893277185313,2,0,0.0,1.0
1,2,0,0.9712604053509489,1,0,-0.13462259936077234,2,0,0.0,1.0
0,3,1,-0.9499856776813305,0,0,-0.5153186390712925,1,1,0.0,1.0
0,1,1,1.5860591519212783,1,0,0.468440266193906,2,0,0.0,1.0
1,1,0,-1.180535207645204,1,2,1.7612941017141364,4,0,0.0,1.0
0,3,0,-0.6425863043961658,2,2,0.03429551097435914,5,0,0.0,1.0
1,2,0,-0.41203677443229225,2,3,-0.28085021726282644,6,0,0.0,1.0
0,1,1,2.661956958419355,1,4,4.645507806540859,6,0,0.0,1.0
0,2,1,0.12591212881674602,0,0,-0.4472471617720605,1,1,0.0,1.0
1,2,0,1.2018099353148226,1,1,-0.12958026770897738,3,0,0.0,1.0
0,3,1,-0.719436147717457,0,0,-0.4674164883792403,1,1,0.0,1.0
0,3,1,-0.33518693111100106,1,0,-0.5022085767766257,2,0,0.0,1.0
1,2,0,-0.10463740114712752,0,0,-0.39682384525411074,1,1,0.0,1.0
1,3,1,-0.10463740114712752,0,0,-0.4954014290467024,1,1,0.0,1.0
1,1,1,-1.949033640858116,0,2,0.9920016970610634,3,0,0.0,1.0
1,2,0,-1.2573850509664952,0,1,-0.26572322230744155,2,0,0.0,1.0
1,1,1,0.35646165878061953,0,0,-0.1235294697268234,1,1,0.0,1.0
1,3,0,-1.8721837975368247,2,1,-0.270598148548397,4,0,0.0,0.0
1,1,1,1.7397588385638607,0,0,-0.043860629628462884,1,1,0.0,1.0
0,2,1,0.5101613454232019,1,2,-0.09932627779820755,4,0,0.0,1.0
0,3,1,-0.10463740114712752,1,0,-0.2563101975798707,2,0,0.0,1.0
0,1,1,0.04906228549545483,0,0,-0.09932627779820755,1,1,0.0,0.0
1,1,1,1.5092093085999871,1,0,1.1381466207240283,2,0,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
1,3,1,-0.027787557825836348,0,0,-0.4997721221224783,1,1,0.0,0.0
0,1,1,2.738806801740646,0,0,-0.1235294697268234,1,1,0.0,1.0
1,1,0,-0.10463740114712752,1,0,0.3870066100174172,2,0,0.0,1.0
1,2,0,1.5860591519212783,0,0,-0.4472471617720605,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
1,1,1,1.432359465278696,0,0,-0.1235294697268234,1,1,0.0,1.0
0,3,1,0.35646165878061953,0,0,-0.49666201195965115,1,1,0.0,1.0
0,1,1,1.3555096219574048,0,0,0.11749398322897614,1,1,0.0,1.0
0,2,1,1.432359465278696,0,0,-0.39682384525411074,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,0.6638610320657843,0,0,-0.5168313385668311,1,1,0.0,1.0
0,2,1,-0.10463740114712752,0,0,-0.37161218699513593,1,1,0.0,1.0
0,1,1,2.0471582118490255,0,0,-0.1235294697268234,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5032170431069846,1,1,1.0,0.0
1,3,0,-2.1987956316523123,2,1,-0.270598148548397,4,0,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.512797473245395,1,1,0.0,1.0
0,3,1,0.6638610320657843,0,0,-0.48430829941275344,1,1,0.0,1.0
1,2,0,0.27961181545932834,1,2,-0.09932627779820755,4,0,0.0,1.0
1,2,0,-0.48888661775358344,0,0,-0.3808557893792065,1,1,0.0,0.0
0,3,0,-0.5657364610748746,0,0,-0.46060934064931713,1,1,0.0,1.0
0,1,1,-0.10463740114712752,0,0,0.3897798924259045,1,1,0.0,1.0
0,2,1,0.35646165878061953,1,0,-0.23546923239667172,2,0,0.0,1.0
0,3,1,-0.027787557825836348,1,0,-0.5169160497385812,2,0,0.0,1.0
0,3,1,-0.5657364610748746,0,0,-0.5073356196001707,1,1,0.0,1.0
1,3,0,-2.1027333275006983,0,1,-0.4111944904617264,2,0,0.0,1.0
0,3,1,-1.56478442425166,5,2,0.2869163267292871,8,0,0.0,1.0
0,2,1,-0.10463740114712752,0,0,-0.37161218699513593,1,1,0.0,1.0
0,3,1,1.5860591519212783,0,0,-0.49666201195965115,1,1,0.0,1.0
1,3,0,2.585107115098064,0,0,-0.4656516723011121,1,1,0.0,1.0
1,1,1,-0.33518693111100106,1,0,1.1779810407732083,2,0,0.0,0.0
0,3,0,-0.10463740114712752,3,1,-0.1453789012403814,5,0,0.0,1.0
1,1,0,0.4333115021019107,1,0,1.1562143034987398,2,0,0.0,1.0
0,1,1,2.200857898491608,0,0,-0.0599960909142068,1,1,0.0,0.0
0,3,1,0.04906228549545483,0,0,-0.49666201195965115,1,1,0.0,1.0
1,3,1,-1.56478442425166,1,1,-0.33833279809328914,3,0,0.0,1.0
0,3,1,-0.10463740114712752,1,0,-0.2563101975798707,2,0,0.0,1.0
0,3,1,-0.6425863043961658,0,0,-0.512797473245395,1,1,0.0,1.0
0,1,1,1.9703083685277343,0,0,-0.043860629628462884,1,1,0.0,1.0
0,1,1,3.1999058616683933,0,0,0.3394412870797049,1,1,0.0,0.0
0,3,1,-0.6425863043961658,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.3674109162628603,1,1,0.0,0.0
1,1,0,1.893458525206443,1,0,0.9195615436187162,2,0,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.354468259379033,1,1,0.0,1.0
0,1,0,-0.33518693111100106,1,2,2.3976363561706617,4,0,0.0,1.0
0,3,1,-0.41203677443229225,0,0,-0.5017890547831962,1,1,0.0,1.0
0,3,1,-0.9499856776813305,0,0,-0.48430829941275344,1,1,0.0,1.0
0,3,0,-0.6425863043961658,0,0,-0.5027128099418051,1,1,1.0,0.0
0,3,0,-0.10463740114712752,0,0,-0.5051492645959524,1,1,1.0,0.0
0,3,0,0.5870111887444931,0,0,-0.4656516723011121,1,1,0.0,1.0
1,1,0,-1.0268355210026217,0,0,1.0856216603736104,1,1,0.0,1.0
0,1,1,-0.8731358343600393,1,0,1.5374145763744398,2,0,0.0,0.0
1,2,0,0.27961181545932834,0,2,-0.13462259936077234,3,0,0.0,1.0
1,1,1,-0.10463740114712752,0,0,-0.1235294697268234,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.20471100932072245,1,1,0.0,1.0
1,3,1,-0.2583370877897099,0,0,0.48045715098646385,1,1,0.0,1.0
1,3,1,-0.027787557825836348,0,0,-0.5027128099418051,1,1,1.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
1,1,1,0.5101613454232019,0,0,-0.1288239179612081,1,1,0.0,1.0
1,1,0,1.893458525206443,1,0,0.5390329093190356,2,0,0.0,0.0
0,3,1,-0.41203677443229225,0,0,-0.5078398527653503,1,1,0.0,1.0
0,1,1,1.3555096219574048,0,0,0.027151535490096055,1,1,0.0,1.0
1,2,0,0.35646165878061953,0,0,-0.4472471617720605,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.17193585358405514,1,1,1.0,0.0
1,2,0,0.5101613454232019,1,0,-0.13462259936077234,2,0,0.0,1.0
0,3,1,0.20276197213803718,0,0,-0.4997721221224783,1,1,0.0,1.0
1,1,0,0.04906228549545483,0,0,1.2268069466238694,1,1,0.0,1.0
0,3,1,-0.5657364610748746,0,0,-0.4997721221224783,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5133017064105745,1,1,0.0,0.0
1,1,0,1.1249600919935314,0,1,0.5103763300755544,2,0,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.5132169952388245,1,1,0.0,0.0
0,3,1,0.8559856403690123,0,0,-0.5027128099418051,1,1,1.0,0.0
1,2,0,1.5860591519212783,0,0,-0.4472471617720605,1,1,0.0,1.0
0,1,1,-0.10463740114712752,0,0,3.8141120283316186,1,1,0.0,1.0
0,3,1,0.7407108753870755,0,0,-0.4991831777855486,1,1,0.0,1.0
0,2,1,-0.48888661775358344,2,1,-0.42707783516488057,4,0,0.0,1.0
1,2,0,-2.1027333275006983,1,1,-0.13462259936077234,3,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5132169952388245,1,1,0.0,0.0
0,3,1,-0.9499856776813305,1,1,-0.5132169952388245,3,0,0.0,0.0
1,3,0,-0.10463740114712752,0,2,-0.2080732360661393,3,0,0.0,0.0
0,3,0,0.04906228549545483,0,0,-0.48430829941275344,1,1,0.0,1.0
1,2,0,-1.7184841108942424,0,2,-0.12958026770897738,3,0,0.0,1.0
0,1,1,1.2018099353148226,0,0,-0.1235294697268234,1,1,0.0,1.0
1,1,0,0.04906228549545483,0,0,1.4874954930216693,1,1,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.36656985534334097,1,1,0.0,1.0
1,1,0,-0.5657364610748746,0,2,0.3393565759079548,3,0,0.0,0.0
1,1,0,0.5101613454232019,0,2,0.7729970979623222,3,0,0.0,1.0
0,3,0,-1.56478442425166,4,2,-0.02822940150789851,7,0,0.0,1.0
0,3,0,-1.4110847376090776,4,2,-0.02822940150789851,7,0,0.0,1.0
1,2,1,0.20276197213803718,1,0,-0.13462259936077234,2,0,0.0,1.0
0,1,1,1.5860591519212783,1,0,1.4874954930216693,2,0,0.0,0.0
0,1,1,2.661956958419355,0,0,-0.13462259936077234,1,1,0.0,1.0
1,2,0,-0.7962859910387481,1,0,-0.13462259936077234,2,0,0.0,1.0
1,2,1,-0.10463740114712752,0,0,-0.3794278010554181,1,1,0.0,0.0
0,3,1,0.27961181545932834,1,1,-0.2450496625350822,3,0,0.0,1.0
1,2,1,-1.6416342675729512,1,1,0.08219766166641136,3,0,0.0,1.0
1,1,1,-0.9499856776813305,0,2,1.5774164018344594,3,0,0.0,0.0
0,2,1,-0.1814872444684187,0,0,-0.13462259936077234,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5011153992745164,1,1,1.0,0.0
1,3,1,-0.5657364610748746,0,0,-0.5133017064105745,1,1,0.0,0.0
1,3,0,-0.5657364610748746,0,0,-0.5022085767766257,1,1,0.0,1.0
0,1,1,2.5082572717767726,0,0,-0.1235294697268234,1,1,0.0,1.0
1,1,0,1.432359465278696,1,0,0.13968024249687402,2,0,0.0,0.0
0,1,1,-0.10463740114712752,0,0,3.930000945151153,1,1,0.0,0.0
1,1,0,0.7407108753870755,1,1,0.9474617731144283,3,0,0.0,1.0
1,3,0,0.5101613454232019,1,0,-0.3080788081825193,2,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
0,3,1,0.8175607187083667,0,0,-0.4997721221224783,1,1,0.0,1.0
0,2,1,-0.10463740114712752,0,0,-0.3867391819505208,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,0,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,-0.41203677443229225,2,0,-0.17193585358405514,3,0,0.0,1.0
0,3,1,-0.7962859910387481,0,0,-0.4997721221224783,1,1,0.0,1.0
0,3,0,-0.027787557825836348,0,4,-0.23395653290113325,5,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5132169952388245,1,1,0.0,0.0
1,3,1,0.20276197213803718,0,0,-0.500611166109337,1,1,0.0,1.0
1,2,1,2.5082572717767726,0,0,-0.4472471617720605,1,1,0.0,1.0
1,1,0,1.816608681885152,2,0,0.3792757071288852,3,0,0.0,1.0
1,1,1,0.5101613454232019,0,0,-0.12680698530049014,1,1,0.0,1.0
1,3,0,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
0,3,1,-1.0268355210026217,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,-0.7962859910387481,0,0,-0.36656985534334097,1,1,0.0,1.0
1,2,0,0.35646165878061953,0,0,-0.39682384525411074,1,1,0.0,1.0
1,1,0,0.7407108753870755,1,0,0.468440266193906,2,0,0.0,1.0
0,3,0,-0.10463740114712752,1,0,-0.3674109162628603,2,0,0.0,0.0
1,3,1,0.20276197213803718,0,0,-0.4991831777855486,1,1,0.0,1.0
1,2,0,-0.33518693111100106,1,1,-0.05394529293205282,3,0,0.0,1.0
1,1,0,0.7407108753870755,1,1,1.5774164018344594,3,0,0.0,0.0
0,2,1,1.893458525206443,0,0,-0.13462259936077234,1,1,0.0,1.0
0,1,1,0.5101613454232019,0,0,0.15026913896564345,1,1,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.4832998330823945,1,1,0.0,0.0
1,1,0,-0.8731358343600393,0,2,0.9474617731144283,3,0,0.0,1.0
0,2,1,1.3555096219574048,0,0,-0.356485192039751,1,1,0.0,1.0
1,1,1,2.3545575851341902,1,1,0.9383855761411972,3,0,0.0,0.0
0,3,1,-0.5657364610748746,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,0.4333115021019107,0,0,-0.5153186390712925,1,1,0.0,1.0
1,1,0,1.7397588385638607,1,0,0.9195615436187162,2,0,0.0,0.0
0,3,1,1.3555096219574048,0,0,-0.512797473245395,1,1,0.0,1.0
0,3,0,-0.10463740114712752,0,2,-0.5027128099418051,3,0,1.0,0.0
0,2,1,0.5870111887444931,1,0,-0.13462259936077234,2,0,0.0,1.0
0,3,1,0.5101613454232019,1,1,-0.17193585358405514,3,0,0.0,1.0
1,2,0,-0.10463740114712752,0,0,0.006562686889486811,1,1,0.0,1.0
0,3,1,1.5092093085999871,0,0,-0.49666201195965115,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5133017064105745,1,1,0.0,0.0
1,1,1,1.5092093085999871,1,0,0.4891985371380156,2,0,0.0,0.0
1,2,0,-0.41203677443229225,2,1,-0.11445327275359246,4,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,1.0
0,1,1,-0.10463740114712752,0,0,0.19615435699697764,1,1,0.0,1.0
0,3,1,1.1249600919935314,0,0,-0.49666201195965115,1,1,0.0,1.0
1,1,1,0.4333115021019107,0,0,-0.1235294697268234,1,1,0.0,0.0
0,3,1,0.5101613454232019,1,0,-0.34539206240580206,2,0,0.0,1.0
0,3,1,0.04906228549545483,0,0,-0.4997721221224783,1,1,0.0,1.0
1,1,1,-0.1814872444684187,0,0,-0.043860629628462884,1,1,0.0,1.0
1,2,0,-0.5657364610748746,1,2,0.17959937371780443,4,0,0.0,0.0
1,1,0,0.8175607187083667,0,0,2.436210193306893,1,1,0.0,1.0
0,3,0,0.7407108753870755,1,5,-0.02822940150789851,7,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5168313385668311,1,1,0.0,1.0
1,3,0,-0.10463740114712752,1,0,-0.34640052873616106,2,0,1.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.5027128099418051,1,1,1.0,0.0
0,3,1,0.4333115021019107,0,0,-0.49666201195965115,1,1,0.0,1.0
1,2,0,-0.41203677443229225,1,2,0.6519811383192429,4,0,0.0,1.0
0,3,1,0.35646165878061953,1,1,-0.368586788004059,3,0,0.0,1.0
0,3,0,-0.2583370877897099,1,0,-0.33429893277185313,2,0,0.0,1.0
1,2,0,-1.949033640858116,2,1,0.1275786465325661,4,0,0.0,1.0
0,2,1,-0.2583370877897099,0,0,-0.4472471617720605,1,1,0.0,1.0
0,3,1,-0.1814872444684187,1,0,-0.3674936105019498,2,0,0.0,0.0
1,1,1,0.9712604053509489,1,0,0.4009577332316036,2,0,0.0,1.0
1,3,1,-0.719436147717457,1,1,-0.34152560249520564,3,0,0.0,0.0
0,3,1,-0.6425863043961658,0,0,-0.500611166109337,1,1,0.0,1.0
0,3,1,-0.6425863043961658,0,0,-0.33429893277185313,1,1,0.0,1.0
0,1,1,2.4314074284554814,0,0,-0.007136319742109794,1,1,0.0,1.0
0,2,1,2.1240080551703167,0,0,-0.4099339075487777,1,1,1.0,0.0
1,1,0,-0.6425863043961658,0,0,0.9133413232930618,1,1,0.0,1.0
0,3,1,-0.2583370877897099,0,0,-0.4997721221224783,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5030496376961451,1,1,1.0,0.0
1,1,1,3.8915544515600136,0,0,-0.05394529293205282,1,1,0.0,1.0
0,3,1,1.6629089952425695,0,0,-0.5167466273950808,1,1,0.0,1.0
1,1,1,0.20276197213803718,0,0,-0.043860629628462884,1,1,0.0,0.0
0,1,1,-0.10463740114712752,0,0,0.5569331866829076,1,1,0.0,1.0
0,3,0,-1.56478442425166,3,2,-0.09630087880713059,6,0,0.0,1.0
1,2,0,-0.10463740114712752,0,0,-0.39682384525411074,1,1,0.0,1.0
0,3,1,0.20276197213803718,0,0,-0.4991831777855486,1,1,0.0,1.0
0,2,1,0.12591212881674602,1,1,-0.12958026770897738,3,0,0.0,1.0
0,3,0,0.8944105620296577,0,5,0.14144505857500225,6,0,0.0,1.0
0,3,1,-0.10463740114712752,1,0,-0.33429893277185313,2,0,0.0,1.0
0,3,1,-0.719436147717457,0,0,-0.500611166109337,1,1,0.0,1.0
1,1,0,-0.41203677443229225,0,0,0.7387092427301163,1,1,0.0,0.0
0,3,0,-2.1027333275006983,3,2,-0.09630087880713059,6,0,0.0,1.0
1,3,1,-0.10463740114712752,0,0,0.48045715098646385,1,1,0.0,1.0
1,3,0,-2.1987956316523123,2,1,-0.270598148548397,4,0,0.0,0.0
1,1,1,1.432359465278696,1,0,0.8885512039601773,2,0,0.0,0.0
0,3,1,-0.7962859910387481,0,0,-0.4997721221224783,1,1,0.0,1.0
1,1,1,2.0471582118490255,0,0,0.05698600340743651,1,1,0.0,0.0
0,3,1,-0.10463740114712752,0,0,-0.5067466752632411,1,1,0.0,1.0
1,3,0,-0.48888661775358344,0,0,-0.5067466752632411,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,1.0
1,2,0,-0.8731358343600393,0,1,-0.19513057918231197,2,0,0.0,1.0
0,3,1,-0.6425863043961658,0,0,-0.48893110907111914,1,1,0.0,1.0
1,3,0,-0.10463740114712752,0,0,-0.5011153992745164,1,1,1.0,0.0
0,3,0,-0.8731358343600393,0,0,-0.522882136548985,1,1,1.0,0.0
0,2,1,-0.41203677443229225,2,0,0.8234204144802719,3,0,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.4997721221224783,1,1,0.0,1.0
0,3,0,0.20276197213803718,1,1,-0.34640052873616106,3,0,1.0,0.0
0,2,1,-0.48888661775358344,0,0,-0.39682384525411074,1,1,0.0,1.0
0,1,1,2.200857898491608,0,2,1.6256553802808518,3,0,0.0,0.0
1,1,1,1.5860591519212783,2,0,2.036605409902142,3,0,0.0,1.0
0,3,1,0.8175607187083667,0,0,-0.5133017064105745,1,1,0.0,0.0
0,1,1,1.3555096219574048,0,0,-0.14294244658623406,1,1,0.0,1.0
0,3,1,0.5101613454232019,0,0,-0.5078398527653503,1,1,0.0,1.0
1,3,1,-0.719436147717457,1,0,-0.4991831777855486,2,0,0.0,1.0
0,2,1,0.20276197213803718,2,0,0.8234204144802719,3,0,0.0,1.0
0,2,1,-0.33518693111100106,0,0,-0.39682384525411074,1,1,0.0,1.0
0,3,1,-0.10463740114712752,0,0,-0.5022085767766257,1,1,0.0,1.0
0,3,1,1.0481102486722402,0,0,-0.49666201195965115,1,1,0.0,1.0
1,1,0,-0.10463740114712752,1,0,0.3897798924259045,2,0,0.0,1.0
1,2,0,0.8175607187083667,1,1,0.1275786465325661,3,0,0.0,1.0
0,1,1,0.12591212881674602,1,0,0.3897798924259045,2,0,0.0,1.0
0,2,1,3.123056018347102,0,0,-0.4472471617720605,1,1,0.0,1.0
1,2,1,0.12591212881674602,0,0,-0.39682384525411074,1,1,0.0,1.0
